QGC WPL 110
0	1	0	16	0	0	0	0	20.819083	-100.414276	2022.949951	1
1	0	3	22	20.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	30.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	20.82217080	-100.41369920	100.000000	1
3	0	3	206	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	20.82274910	-100.41782260	100.000000	1
5	0	3	206	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	20.82454400	-100.41759600	100.000000	1
7	0	3	206	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	20.82395630	-100.41340530	100.000000	1
9	0	3	206	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
10	0	3	206	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.000000	1
11	0	3	21	0.00000000	0.00000000	0.00000000	0.00000000	20.81908300	-100.41427600	0.000000	1
